2.692000, -1.570796
2.692000, -1.564660
2.746000, -1.558525
2.746000, -1.552389
2.746000, -1.546253
2.596000, -1.540117
2.579000, -1.533981
2.573000, -1.527845
2.560000, -1.521709
2.558000, -1.515573
2.544000, -1.509437
2.528000, -1.503301
2.528000, -1.497165
2.523000, -1.491029
2.501000, -1.484893
2.496000, -1.478758
2.484000, -1.472622
2.470000, -1.466486
2.464000, -1.460350
2.464000, -1.454214
2.464000, -1.448078
2.517000, -1.441942
2.556000, -1.435806
2.571000, -1.429670
2.635000, -1.423534
2.675000, -1.417398
2.713000, -1.411262
2.761000, -1.405126
2.791000, -1.398991
2.825000, -1.392855
2.866000, -1.386719
2.909000, -1.380583
2.984000, -1.374447
3.060000, -1.368311
3.124000, -1.362175
3.137000, -1.356039
3.137000, -1.349903
3.137000, -1.343767
3.137000, -1.337631
3.135000, -1.331495
3.133000, -1.325359
3.124000, -1.319224
3.121000, -1.313088
3.118000, -1.306952
3.110000, -1.300816
3.106000, -1.294680
3.103000, -1.288544
3.102000, -1.282408
3.101000, -1.276272
3.090000, -1.270136
3.077000, -1.264000
3.074000, -1.257864
3.066000, -1.251728
3.066000, -1.245592
3.076000, -1.239457
3.068000, -1.233321
3.068000, -1.227185
3.071000, -1.221049
3.068000, -1.214913
3.057000, -1.208777
3.052000, -1.202641
3.051000, -1.196505
3.050000, -1.190369
3.040000, -1.184233
3.050000, -1.178097
3.044000, -1.171961
3.044000, -1.165825
3.044000, -1.159690
3.044000, -1.153554
3.028000, -1.147418
3.019000, -1.141282
3.019000, -1.135146
3.019000, -1.129010
3.020000, -1.122874
3.027000, -1.116738
3.027000, -1.110602
3.020000, -1.104466
3.016000, -1.098330
3.016000, -1.092194
3.016000, -1.086058
3.017000, -1.079923
3.017000, -1.073787
3.017000, -1.067651
3.015000, -1.061515
3.015000, -1.055379
3.015000, -1.049243
3.019000, -1.043107
3.030000, -1.036971
3.030000, -1.030835
3.029000, -1.024699
3.021000, -1.018563
3.021000, -1.012427
3.019000, -1.006291
3.019000, -1.000156
3.019000, -0.994020
3.037000, -0.987884
3.037000, -0.981748
3.037000, -0.975612
3.026000, -0.969476
3.026000, -0.963340
3.026000, -0.957204
3.029000, -0.951068
3.033000, -0.944932
3.053000, -0.938796
3.053000, -0.932660
3.053000, -0.926524
0.345000, -0.920388
0.345000, -0.914253
0.345000, -0.908117
0.355000, -0.901981
0.357000, -0.895845
0.359000, -0.889709
0.359000, -0.883573
0.359000, -0.877437
0.359000, -0.871301
0.359000, -0.865165
0.359000, -0.859029
0.353000, -0.852893
0.353000, -0.846757
0.353000, -0.840621
0.353000, -0.834486
0.355000, -0.828350
0.356000, -0.822214
0.362000, -0.816078
0.362000, -0.809942
0.357000, -0.803806
0.364000, -0.797670
0.364000, -0.791534
0.357000, -0.785398
0.366000, -0.779262
0.373000, -0.773126
0.383000, -0.766990
0.378000, -0.760854
0.378000, -0.754719
0.378000, -0.748583
0.366000, -0.742447
0.365000, -0.736311
0.364000, -0.730175
0.365000, -0.724039
0.363000, -0.717903
0.363000, -0.711767
0.363000, -0.705631
0.363000, -0.699495
0.363000, -0.693359
0.362000, -0.687223
0.357000, -0.681087
0.357000, -0.674952
0.357000, -0.668816
0.357000, -0.662680
0.357000, -0.656544
0.362000, -0.650408
0.363000, -0.644272
0.365000, -0.638136
0.365000, -0.632000
0.363000, -0.625864
0.359000, -0.619728
0.354000, -0.613592
0.354000, -0.607456
0.359000, -0.601320
0.359000, -0.595185
0.360000, -0.589049
0.361000, -0.582913
0.361000, -0.576777
0.359000, -0.570641
0.361000, -0.564505
0.361000, -0.558369
0.359000, -0.552233
0.365000, -0.546097
0.365000, -0.539961
0.364000, -0.533825
0.364000, -0.527689
0.364000, -0.521553
0.364000, -0.515418
0.364000, -0.509282
0.369000, -0.503146
0.371000, -0.497010
0.371000, -0.490874
0.371000, -0.484738
0.371000, -0.478602
0.369000, -0.472466
0.366000, -0.466330
0.369000, -0.460194
0.369000, -0.454058
0.366000, -0.447922
0.366000, -0.441786
0.369000, -0.435651
0.369000, -0.429515
0.620000, -0.423379
3.773000, -0.417243
3.786000, -0.411107
3.822000, -0.404971
3.849000, -0.398835
3.875000, -0.392699
3.895000, -0.386563
3.919000, -0.380427
3.929000, -0.374291
3.930000, -0.368155
3.962000, -0.362019
3.976000, -0.355884
3.980000, -0.349748
4.010000, -0.343612
4.041000, -0.337476
4.059000, -0.331340
4.079000, -0.325204
4.093000, -0.319068
4.119000, -0.312932
4.133000, -0.306796
4.154000, -0.300660
4.181000, -0.294524
4.203000, -0.288388
4.208000, -0.282252
4.235000, -0.276117
4.274000, -0.269981
